student_id,is_synthetic,data_class,generating_model_fingerprint,Sector,Grade_Band,Economic_Strain,Parent_Education,Parent_Availability,Neuro_Type,Child_Labour_Household_Duties,Transport_Burden,Food_Health_Burden,Home_Educational_Support,WASH_Quality,Sensory_Environment,School_Accommodation,Bullying_Social_Exclusion,Teacher_Resource_Adequacy,Support_Mismatch,School_Distress,Access_Barrier,Previous_Attendance,Current_Academic_Performance,Current_Academic_Stress,Psychological_Attendance_Barrier,Current_Attendance,School_Engagement,Next_Term_Dropout_Risk
SYNTH-003186,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003187,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Limited_or_Away,Typical,High,High,High,Limited,Inadequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-003188,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Limited,Low,High,Low,Regular,Low,High,High,Irregular,High,High
SYNTH-003189,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Post_Secondary,Available,Typical,High,High,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,High,Regular,Adequate,High,Low,Irregular,High,High
SYNTH-003190,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Low,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003191,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,ADHD,Low,High,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003192,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003193,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,High,High,Low,Regular,Adequate,High,High,Irregular,High,Low
SYNTH-003194,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Inadequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003195,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Low,Available,ADHD,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,High,Adequate,High,High,Low,Regular,Low,High,High,Irregular,High,High
SYNTH-003196,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Limited_or_Away,Typical,High,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,High,Low,Irregular,High,High
SYNTH-003197,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,High,Secondary,Available,Typical,High,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,High
SYNTH-003198,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,High,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003199,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,High,Limited,Low,High,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-003200,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,High,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003201,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Adequate,Low,Limited,Low,Low,High,Regular,Adequate,Low,Low,Irregular,High,Medium
SYNTH-003202,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-003203,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,Low,High,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-003204,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Adequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003205,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Low,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Medium
SYNTH-003206,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,High,Post_Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,Low,Low
SYNTH-003207,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,High,Adequate,Low,High,High,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003208,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Adequate,High,Low,Regular,High,Low
SYNTH-003209,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003210,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003211,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Irregular,Adequate,Low,Low,Irregular,High,High
SYNTH-003212,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Inadequate,Overloading,Inadequate,Low,Limited,Low,High,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-003213,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003214,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,Low,High,High,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003215,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003216,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-003217,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Regular,Low,High,Low,Regular,Low,Medium
SYNTH-003218,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,High,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003219,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Low,Available,Typical,High,High,Low,Limited,Inadequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Irregular,Low,High,Low,Regular,Low,Medium
SYNTH-003220,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-003221,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Limited_or_Away,Typical,High,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,High,High,Low,Regular,Low,High,High,Regular,High,Low
SYNTH-003222,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003223,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003224,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,High,High,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Irregular,Low,High,Low,Irregular,High,Low
SYNTH-003225,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Adequate,High,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,Low,Medium
SYNTH-003226,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-003227,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Adequate,Low,Limited,High,High,Low,Regular,Adequate,Low,Low,Regular,High,High
SYNTH-003228,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Irregular,Low,High
SYNTH-003229,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,High,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,High,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003230,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Low,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,High,Low,High,Regular,Low,Low,Low,Regular,Low,Low
SYNTH-003231,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Secondary,Available,Typical,High,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,Low,High,Low,Regular,Adequate,Low,High,Regular,High,Low
SYNTH-003232,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Low,Available,Typical,Low,High,High,Limited,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-003233,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,High
SYNTH-003234,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003235,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Adequate,High,Adequate,Low,Low,Low,Regular,Low,Low,High,Irregular,Low,High
SYNTH-003236,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Low,Limited_or_Away,Typical,High,Low,Low,Limited,Inadequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003237,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Low,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,High,Low,Irregular,High,Low
SYNTH-003238,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Limited_or_Away,Typical,High,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-003239,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-003240,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Moderate,Post_Secondary,Available,Typical,High,High,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Irregular,Adequate,Low,Low,Irregular,High,Medium
SYNTH-003241,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Adequate,High,High,Regular,High,Low
SYNTH-003242,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,High,Low
SYNTH-003243,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Irregular,Adequate,Low,Low,Irregular,Low,High
SYNTH-003244,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Limited,Low,High,Low,Irregular,Low,Low,Low,Regular,High,Low
SYNTH-003245,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003246,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,High,Adequate,Low,High,Low,Regular,Low,High,High,Irregular,High,Medium
SYNTH-003247,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Limited,Low,High,Low,Regular,Adequate,High,High,Regular,High,Low
SYNTH-003248,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Post_Secondary,Limited_or_Away,Typical,Low,High,High,Adequate,Inadequate,Supportive,Adequate,High,Limited,Low,High,Low,Regular,Low,High,High,Regular,Low,Low
SYNTH-003249,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Irregular,Adequate,High,Low,Irregular,High,Low
SYNTH-003250,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,Low,High,High,Regular,Adequate,Low,Low,Irregular,High,Low
SYNTH-003251,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Low,Available,Typical,Low,High,High,Limited,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003252,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,Low,Medium
SYNTH-003253,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003254,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003255,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Limited_or_Away,Typical,Low,High,Low,Limited,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Low
SYNTH-003256,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,Low,High,High,Adequate,Inadequate,Supportive,Adequate,High,Adequate,Low,High,Low,Regular,Low,Low,High,Regular,Low,High
SYNTH-003257,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Post_Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,High,Low,Regular,Adequate,High,High,Regular,High,Low
SYNTH-003258,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,OLevel_ALevel,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Irregular,Low,Low,Low,Irregular,High,Medium
SYNTH-003259,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,High,Adequate,Adequate,Supportive,Inadequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-003260,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,High,Limited,Low,Low,Low,Regular,Low,Low,Low,Irregular,Low,Low
SYNTH-003261,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Irregular,Adequate,Low,Low,Irregular,Low,High
SYNTH-003262,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Irregular,Low,Low,High,Irregular,Low,High
SYNTH-003263,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Limited_or_Away,ADHD,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,High,High,Low,Regular,Adequate,Low,High,Irregular,High,High
SYNTH-003264,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Limited,High,Low,Low,Regular,Low,High,Low,Regular,Low,Medium
SYNTH-003265,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,High,Secondary,Available,Typical,Low,Low,Low,Limited,Inadequate,Supportive,Adequate,Low,Limited,Low,High,Low,Regular,Low,High,High,Regular,High,Low
SYNTH-003266,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,High,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003267,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Post_Secondary,Available,ASD,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,High,Limited,High,High,Low,Regular,Low,High,Low,Irregular,Low,High
SYNTH-003268,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,High,Limited,Inadequate,Supportive,Adequate,High,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Regular,High,Low
SYNTH-003269,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Post_Secondary,Limited_or_Away,Typical,Low,High,High,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,High,High,Irregular,High,Medium
SYNTH-003270,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003271,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-003272,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,High,High,Low,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,High
SYNTH-003273,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Irregular,Low,High
SYNTH-003274,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Irregular,High,Medium
SYNTH-003275,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,High,Adequate,Low,High,Low,Regular,Low,High,High,Regular,Low,Medium
SYNTH-003276,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Inadequate,High,Adequate,Low,High,High,Regular,Adequate,Low,High,Irregular,Low,Low
SYNTH-003277,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-003278,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Limited_or_Away,Typical,High,Low,High,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,High,High,Low,Irregular,Low,Low,Low,Regular,High,Low
